Filename,Predicted Label
sick_eif46.png,SICK
sick_eif47.png,SICK
sick_eif48.png,SICK
sick_eif49.png,SICK
sick_eif5.png,NORMAL
sick_eif50.png,SICK
sick_eif51.png,SICK
sick_eif52.png,SICK
sick_eif53.png,SICK
sick_eif54.png,SICK
sick_eif55.png,SICK
sick_eif56.png,SICK
sick_eif57.png,SICK
sick_eif58.png,NORMAL
sick_eif59.png,NORMAL
sick_eif6.png,NORMAL
sick_eif60.png,NORMAL
sick_eif61.png,NORMAL
sick_eif62.png,NORMAL
sick_eif63.png,NORMAL
sick_eif64.png,NORMAL
sick_eif65.png,NORMAL
sick_eif66.png,NORMAL
sick_eif67.png,NORMAL
sick_eif68.png,NORMAL
sick_eif69.png,NORMAL
sick_eif7.png,NORMAL
sick_eif70.png,NORMAL
sick_eif71.png,NORMAL
sick_eif72.png,NORMAL
sick_eif73.png,NORMAL
sick_eif74.png,NORMAL
sick_eif75.png,NORMAL
sick_eif76.png,NORMAL
sick_eif77.png,NORMAL
sick_eif78.png,NORMAL
sick_eif79.png,NORMAL
sick_eif8.png,NORMAL
sick_eif80.png,NORMAL
sick_eif81.png,NORMAL
sick_eif82.png,NORMAL
sick_eif83.png,NORMAL
sick_eif84.png,NORMAL
sick_eif85.png,NORMAL
sick_eif86.png,NORMAL
sick_eif87.png,NORMAL
sick_eif88.png,NORMAL
sick_eif89.png,NORMAL
sick_eif9.png,NORMAL
sick_eif90.png,NORMAL
sick_eif91.png,NORMAL
sick_eif92.png,NORMAL
sick_eif93.png,NORMAL
sick_eif94.png,NORMAL
sick_eif95.png,NORMAL
sick_eif96.png,NORMAL
sick_eif97.png,NORMAL
sick_eif98.png,NORMAL
sick_eif99.png,NORMAL
